Order,Order Date,Currency,Order Subtotal,Order Shipping Price,Order Tax Total,Order Total,Order Refunded Amount,Fulfillment Date,Fulfillment Type,Fulfillment Status,Channels,Fulfillment Location,Item Quantity,Item SKU,Item Variation,Item Price,Item Options Total Price,Item Total Price,Item ID,Modifier ID
,2025/10/05,USD,13.5,,1.05,16.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0037,MTM0085
,2025/10/05,USD,13.5,,1.05,16.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0023
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0249
,2025/10/05,USD,9.0,,0.7,10.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,9.0,9.7,MTI0002,MTM0593
Square Online 1702184164,2025/10/05,USD,22.0,,1.71,27.01,,"10/05/2025, 12:50 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0020,MTM0156
Square Online 1702184164,2025/10/05,USD,22.0,,1.71,27.01,,"10/05/2025, 12:50 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.55,MTI0035,MTM0578
Square Online 1702184164,2025/10/05,USD,22.0,,1.71,27.01,,"10/05/2025, 12:50 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.5,7.5,8.08,MTI0011,MTM0480
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0155
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0003
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0037
,2025/10/05,USD,13.0,,1.01,14.01,,,,,Mosa Tea,Mosa Tea,1,,,6.25,6.25,6.74,MTI0024,MTM0145
,2025/10/05,USD,13.0,,1.01,14.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0524
,2025/10/05,USD,7.5,,0.58,8.08,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0024
,2025/10/05,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0249
,2025/10/05,USD,13.0,,1.01,15.96,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.0,MTI0001,MTM0221
,2025/10/05,USD,13.0,,1.01,15.96,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0093
,2025/10/05,USD,13.25,,1.03,14.28,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0085
,2025/10/05,USD,13.25,,1.03,14.28,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0080
DoorDash,2025/10/05,USD,14.25,,0.78,15.03,,"10/05/2025, 1:19 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.5,6.5,6.86,MTI0011,MTM0341
DoorDash,2025/10/05,USD,14.25,,0.78,15.03,,"10/05/2025, 1:19 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.75,8.17,MTI0030,MTM0146
DoorDash,2025/10/05,USD,12.75,,0.99,13.74,,"10/05/2025, 1:16 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0018,MTM0155
DoorDash,2025/10/05,USD,12.75,,0.99,13.74,,"10/05/2025, 1:16 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,6.0,7.25,7.81,MTI0017,MTM0035
,2025/10/05,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0230
Kiosk,2025/10/05,USD,14.5,,1.13,15.63,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.0,7.0,7.55,MTI0034,MTM0166
Kiosk,2025/10/05,USD,14.5,,1.13,15.63,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0001,MTM0229
,2025/10/05,USD,12.75,,0.99,13.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0170
,2025/10/05,USD,12.75,,0.99,13.74,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0017,MTM0093
DoorDash,2025/10/05,USD,20.0,,1.09,21.09,,"10/05/2025, 1:44 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,6.0,6.33,MTI0034,MTM0214
DoorDash,2025/10/05,USD,20.0,,1.09,21.09,,"10/05/2025, 1:44 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,7.0,7.38,MTI0025,MTM0229
DoorDash,2025/10/05,USD,20.0,,1.09,21.09,,"10/05/2025, 1:44 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,7.0,7.0,7.38,MTI0010,MTM0475
,2025/10/05,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0003
,2025/10/05,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0102
,2025/10/05,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0023
Kiosk,2025/10/05,USD,23.5,,1.83,25.33,,,Self-serve,Completed,Kiosk,Mosa Tea,2,,Regular,6.25,6.25,13.47,MTI0016,MTM0102
Kiosk,2025/10/05,USD,23.5,,1.83,25.33,,,Self-serve,Completed,Kiosk,Mosa Tea,2,,Regular,5.5,5.5,11.86,MTI0018,MTM0102
,2025/10/05,USD,12.75,,0.99,16.29,,,,,Mosa Tea,Mosa Tea,1,,,5.5,5.5,5.93,MTI0036,MTM0003
,2025/10/05,USD,12.75,,0.99,16.29,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0356
Square Online 94962340,2025/10/05,USD,7.75,,0.6,8.35,,"10/05/2025, 2:05 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0030,MTM0208
,2025/10/05,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0151
Kiosk,2025/10/05,USD,6.75,,0.52,7.55,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0275
Kiosk,2025/10/05,USD,15.75,,1.22,16.97,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0014,MTM0477
Kiosk,2025/10/05,USD,15.75,,1.22,16.97,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0573
Kiosk,2025/10/05,USD,6.0,,0.47,6.47,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0155
DoorDash,2025/10/05,USD,7.0,,0.54,7.54,,"10/05/2025, 2:13 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0026
Kiosk,2025/10/05,USD,14.25,,1.11,15.36,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.25,7.25,7.81,MTI0005,MTM0166
Kiosk,2025/10/05,USD,14.25,,1.11,15.36,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0023
,2025/10/05,USD,13.0,,1.01,15.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/05,USD,13.0,,1.01,15.01,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0069
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0003
,2025/10/05,USD,7.75,,0.6,9.35,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.75,8.35,MTI0021,MTM0085
,2025/10/05,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0558
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0088
Kiosk,2025/10/05,USD,6.75,,0.52,7.27,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0277
,2025/10/05,USD,13.25,,1.03,14.28,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0155
,2025/10/05,USD,13.25,,1.03,14.28,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.81,MTI0009,MTM0459
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0102
Square Online 2011074867,2025/10/05,USD,6.75,,0.52,7.27,,"10/05/2025, 2:50 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0049
,2025/10/05,USD,12.25,,0.95,14.2,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0006,MTM0170
,2025/10/05,USD,12.25,,0.95,14.2,,,,,Mosa Tea,Mosa Tea,1,,,5.5,5.5,5.93,MTI0036,MTM0155
Square Online 1089959933,2025/10/05,USD,14.75,,1.15,15.9,,"10/05/2025, 2:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0070
Square Online 1089959933,2025/10/05,USD,14.75,,1.15,15.9,,"10/05/2025, 2:55 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,,6.25,7.25,7.82,MTI0024,MTM0521
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0536
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0518
,2025/10/05,USD,19.5,,1.52,21.02,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.27,MTI0025,MTM0537
,2025/10/05,USD,21.25,,1.65,22.9,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0140
,2025/10/05,USD,21.25,,1.65,22.9,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0001,MTM0175
,2025/10/05,USD,21.25,,1.65,22.9,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.28,MTI0034,MTM0138
,2025/10/05,USD,13.5,,1.05,14.55,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0027,MTM0156
,2025/10/05,USD,13.5,,1.05,14.55,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0035,MTM0138
,2025/10/05,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0003
Kiosk,2025/10/05,USD,6.5,,0.51,7.01,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0037
Square Online 1390778172,2025/10/05,USD,7.0,,0.54,8.54,,"10/05/2025, 3:20 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0080
,2025/10/05,USD,21.75,,1.69,27.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0023
,2025/10/05,USD,21.75,,1.69,27.79,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0034,MTM0007
,2025/10/05,USD,21.75,,1.69,27.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0585
Kiosk,2025/10/05,USD,6.5,,0.51,7.01,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
Kiosk,2025/10/05,USD,7.5,,0.58,8.08,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0146
Kiosk,2025/10/05,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/05,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,,6.25,7.25,7.81,MTI0024,MTM0149
Kiosk,2025/10/05,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0093
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0027,MTM0170
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0576
Kiosk,2025/10/05,USD,14.0,,1.09,17.19,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.5,8.08,MTI0014,MTM0303
Kiosk,2025/10/05,USD,14.0,,1.09,17.19,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0014,MTM0429
,2025/10/05,USD,5.88,,0.46,6.34,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,6.34,MTI0002,MTM0057
Kiosk,2025/10/05,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,7.0,7.0,7.54,MTI0010,MTM0355
Kiosk,2025/10/05,USD,7.25,,0.56,7.81,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0494
Square Online 1626840168,2025/10/05,USD,14.25,,1.11,15.36,,"10/05/2025, 3:30 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0518
Square Online 1626840168,2025/10/05,USD,14.25,,1.11,15.36,,"10/05/2025, 3:30 PM",Pickup,Completed,Mosa Tea,Mosa Tea,1,,Regular,6.25,7.25,7.81,MTI0026,MTM0521
,2025/10/05,USD,23.25,,1.81,25.06,,,,,Mosa Tea,Mosa Tea,1,,,6.0,8.25,8.89,MTI0034,MTM0113
,2025/10/05,USD,23.25,,1.81,25.06,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0073
,2025/10/05,USD,23.25,,1.81,25.06,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.55,MTI0034,MTM0166
,2025/10/05,USD,21.5,,1.67,23.17,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0156
,2025/10/05,USD,21.5,,1.67,23.17,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.0,7.55,MTI0010,MTM0374
,2025/10/05,USD,21.5,,1.67,23.17,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.75,8.35,MTI0021,MTM0558
Kiosk,2025/10/05,USD,7.0,,0.54,7.54,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0003
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0003
,2025/10/05,USD,13.5,,1.05,16.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0037
,2025/10/05,USD,13.5,,1.05,16.57,,,,,Mosa Tea,Mosa Tea,1,,,6.5,6.5,7.01,MTI0013,MTM0446
,2025/10/05,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.55,MTI0035,MTM0166
,2025/10/05,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,7.25,7.81,MTI0002,MTM0190
,2025/10/05,USD,7.5,,0.58,8.08,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0038
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0032
,2025/10/05,USD,8.25,,0.64,8.89,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0589
,2025/10/05,USD,23.0,,1.79,24.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0027,MTM0521
,2025/10/05,USD,23.0,,1.79,24.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0521
,2025/10/05,USD,23.0,,1.79,24.79,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,8.0,8.63,MTI0030,MTM0522
,2025/10/05,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0138
,2025/10/05,USD,12.5,,0.97,13.47,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0034,MTM0137
,2025/10/05,USD,12.5,,0.97,13.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,7.0,MTI0014,MTM0337
,2025/10/05,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.75,7.27,MTI0034,MTM0004
Kiosk,2025/10/05,USD,7.5,,0.58,8.08,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,7.5,8.08,MTI0035,MTM0604
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0020,MTM0102
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0031,MTM0102
,2025/10/05,USD,6.0,,0.47,6.47,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.0,6.47,MTI0035,MTM0093
,2025/10/05,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0022,MTM0160
,2025/10/05,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,6.5,7.01,MTI0022,MTM0085
,2025/10/05,USD,13.25,,1.03,16.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0001,MTM0156
,2025/10/05,USD,13.25,,1.03,16.27,,,,,Mosa Tea,Mosa Tea,1,,,6.0,6.0,6.47,MTI0025,MTM0155
DoorDash,2025/10/05,USD,13.25,,0.72,13.97,,"10/05/2025, 4:37 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,6.0,6.33,MTI0034,MTM0037
DoorDash,2025/10/05,USD,13.25,,0.72,13.97,,"10/05/2025, 4:37 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.5,7.25,7.64,MTI0013,MTM0498
,2025/10/05,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,0.0,MTI0021,MTM0080
,2025/10/05,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,,7.0,7.0,0.0,MTI0010,MTM0461
,2025/10/05,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,0.0,MTI0002,MTM0589
,2025/10/05,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,0.0,MTI0030,MTM0080
,2025/10/05,USD,0.0,,0.0,0.0,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,6.5,0.0,MTI0015,MTM0322
,2025/10/05,USD,22.5,,1.75,24.25,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.0,8.62,MTI0002,MTM0129
,2025/10/05,USD,22.5,,1.75,24.25,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0081
,2025/10/05,USD,22.5,,1.75,24.25,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0031,MTM0069
,2025/10/05,USD,5.5,,0.43,5.93,,,,,Mosa Tea,Mosa Tea,1,,,5.5,5.5,5.93,MTI0036,MTM0145
,2025/10/05,USD,7.0,,0.54,8.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0023
,2025/10/05,USD,13.05,,1.01,16.02,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.5,7.25,7.04,MTI0015,MTM0437
,2025/10/05,USD,13.05,,1.01,16.02,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.02,MTI0013,MTM0457
DoorDash,2025/10/05,USD,14.0,,1.09,15.09,,"10/05/2025, 5:13 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,,6.0,7.0,7.54,MTI0025,MTM0097
DoorDash,2025/10/05,USD,14.0,,1.09,15.09,,"10/05/2025, 5:13 PM",Pickup,Completed,DoorDash,Mosa Tea,1,,Regular,7.0,7.0,7.55,MTI0030,MTM0093
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0027,MTM0017
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0080
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0080
,2025/10/05,USD,6.5,,0.51,7.01,,,,,Mosa Tea,Mosa Tea,1,,,5.5,6.5,7.01,MTI0036,MTM0100
,2025/10/05,USD,12.25,,0.95,14.2,,,,,Mosa Tea,Mosa Tea,1,,Regular,5.5,5.5,5.93,MTI0037,MTM0003
,2025/10/05,USD,12.25,,0.95,14.2,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0003
,2025/10/05,USD,16.5,,1.28,18.78,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,9.0,9.7,MTI0002,MTM0593
,2025/10/05,USD,16.5,,1.28,18.78,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,7.5,8.08,MTI0021,MTM0024
Kiosk,2025/10/05,USD,12.0,,0.93,12.93,,,Self-serve,Completed,Kiosk,Mosa Tea,2,,,6.0,6.0,12.93,MTI0025,MTM0093
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,6.5,7.01,MTI0001,MTM0003
Kiosk,2025/10/05,USD,13.75,,1.07,14.82,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.25,7.81,MTI0015,MTM0434
,2025/10/05,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.55,MTI0035,MTM0166
,2025/10/05,USD,14.25,,1.11,15.36,,,,,Mosa Tea,Mosa Tea,1,,,6.5,7.25,7.81,MTI0013,MTM0484
Kiosk,2025/10/05,USD,6.75,,0.52,7.27,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.0,6.75,7.27,MTI0035,MTM0513
Kiosk,2025/10/05,USD,22.75,,1.77,27.93,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,7.75,8.35,MTI0030,MTM0170
Kiosk,2025/10/05,USD,22.75,,1.77,27.93,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.25,7.82,MTI0001,MTM0170
Kiosk,2025/10/05,USD,22.75,,1.77,27.93,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,7.0,7.75,8.35,MTI0010,MTM0367
,2025/10/05,USD,15.0,,1.17,16.17,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0597
,2025/10/05,USD,15.0,,1.17,16.17,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.28,MTI0021,MTM0037
Kiosk,2025/10/05,USD,8.0,,0.62,8.62,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,7.0,8.0,8.62,MTI0030,MTM0006
,2025/10/05,USD,7.75,,0.6,8.35,,,,,Mosa Tea,Mosa Tea,1,,,6.0,7.75,8.35,MTI0034,MTM0117
Kiosk,2025/10/05,USD,15.0,,1.17,18.42,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,Regular,6.5,7.25,7.82,MTI0001,MTM0156
Kiosk,2025/10/05,USD,15.0,,1.17,18.42,,,Self-serve,Completed,Kiosk,Mosa Tea,1,,,7.0,7.75,8.35,MTI0010,MTM0347
,2025/10/05,USD,15.25,,1.18,17.43,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0155
,2025/10/05,USD,15.25,,1.18,17.43,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.25,8.25,8.89,MTI0002,MTM0195
,2025/10/05,USD,7.25,,0.56,7.81,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.25,7.25,7.81,MTI0026,MTM0007
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,,6.25,7.0,7.54,MTI0024,MTM0208
,2025/10/05,USD,13.75,,1.07,14.82,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,6.75,7.28,MTI0027,MTM0024
,2025/10/05,USD,6.75,,0.52,7.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0003
,2025/10/05,USD,6.75,,0.52,8.27,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0020,MTM0023
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.0,7.0,7.54,MTI0035,MTM0085
,2025/10/05,USD,14.0,,1.09,17.89,,,,,Mosa Tea,Mosa Tea,2,,Regular,7.0,7.0,15.09,MTI0030,MTM0023
,2025/10/05,USD,7.0,,0.54,7.54,,,,,Mosa Tea,Mosa Tea,1,,Regular,7.0,7.0,7.54,MTI0030,MTM0524
,2025/10/05,USD,13.5,,1.05,16.57,,,,,Mosa Tea,Mosa Tea,1,,Regular,6.75,6.75,7.27,MTI0021,MTM0080
